Time,Gentoo penguin nests
2000-01,85644.8
2001-01,76661.9
2002-01,87843.9
2003-01,88881.3
2004-01,94250.2
2005-01,100705.3
2006-01,96953.3
2007-01,101819.6
2008-01,106818
2009-01,121687.8
2010-01,105186.6
2011-01,135268.7
2012-01,146741.1
2013-01,145695.7
2014-01,169843.9
2015-01,175839.1
2016-01,176750.5
2017-01,183936.1
2018-01,183120.3
2019-01,189527.6
2020-01,195934.8
2021-01,202342
2022-01,208749.3
